"Вид отклонения","Результат проверки","Дата и время регистрации отклонения","Товарная группа","Субъект","Адрес места фиксации отклонения","Номер документа","Код","Идентификатор ВСД","Регистрационный номер ККТ (из чека)","Дата и время выполнения операции, в результате которой было выявлено отклонение","ИНН участника","Номер отклонения","Нивелировано","Объем из ВСД","Единицы измерения из ВСД","Объем из ГИС МТ","Единицы измерения из ГИС МТ","Разницы между объемами","Единицы измерения разницы","% превышения","GTIN","Идентификатор ФИАС","Муниципальный округ","Фискальный номер накопителя из чека операции","Проверка РР"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:57:13","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Рыдзинского, 24","378867284440700591293482","0104620021194241215-GWoa",,"","2025-06-15 17:50:00","2801216975","bd38d5a9-7db4-48f7-88f5-9bbbdb200a04","Нет",,,,,,,,"04620021194241","4632a900-6edb-4f74-891d-6d64396ad943","Якутск","7284440700591293","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:57:13","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Рыдзинского, 24","378867284440700591293482","0104620021194241215G7zO:",,"","2025-06-15 17:50:00","2801216975","f03894d0-ca39-4ca2-8792-2d6897a77ffd","Нет",,,,,,,,"04620021194241","4632a900-6edb-4f74-891d-6d64396ad943","Якутск","7284440700591293","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 14:50:07","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","252677284440700613480482","01046502712825042157Ic1U",,"","2025-06-15 17:45:00","2801216975","b63067aa-70d2-4b3b-8fe7-f8a9c4f62bc9","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613480","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 14:34:02","Молочная продукция","Амурская область","Амурская обл, Магдагачинский р-н, пгт Магдагачи, ул Торговая, 13","250397284440700612326482","0104650271282504215k.Tzw",,"","2025-06-15 17:26:00","2801216975","c488987e-6b59-47e6-9976-7328770e6de3","Нет",,,,,,,,"04650271282504","0fd80cbb-ac05-421c-9ce7-f1ce34e75805","Магдагачинский","7284440700612326","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:33:58","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","7957380440801745831482","0104620021194227215HOiYX",,"","2025-06-15 17:25:00","2801216975","a3875ee8-7298-4023-aa48-d11fe50fb3d6","Нет",,,,,,,,"04620021194227","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745831","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:19:53","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, у Томпонский, п Хандыга, ул Е.Д.Кычкина, 38","71927284440700591131482","01046200326523962156E<pq",,"","2025-06-15 17:14:00","2801216975","1a05fd5d-9dbf-433f-89da-38160eea80f5","Нет",,,,,,,,"04620032652396","59ee39cb-7580-4e99-8353-8f82e7aa17c0","Томпонский","7284440700591131","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 14:10:00","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","466697284440700613397482","0104650271282504215j9GIk",,"","2025-06-15 17:02:00","2801216975","262e799a-1142-403f-8501-ca8878617eda","Нет",,,,,,,,"04650271282504","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 14:07:33","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Рыдзинского, 24","378727284440700591293482","0104620021194241215LjPMF",,"","2025-06-15 17:01:00","2801216975","b214fdd4-bc89-4188-b7f0-6f7301e09324","Нет",,,,,,,,"04620021194241","4632a900-6edb-4f74-891d-6d64396ad943","Якутск","7284440700591293","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:55:20","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, у Мегино-Кангаласский, п Нижний Бестях, ул Ленина, 82","292287284440700591371482","0104620021194241215DP""L%",,"","2025-06-15 16:43:00","2801216975","ce77b6a1-556f-45df-bb6e-6d7be2ea63d0","Нет",,,,,,,,"04620021194241","e8b0836c-a5ae-42d7-bae3-7d8ba9c82e24","Мегино-Кангаласский","7284440700591371","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 13:53:15","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","293227284440700613263482","0104650271282504215_PC1s",,"","2025-06-15 16:41:00","2801216975","b11df4c9-0b8c-4db2-9403-ed1f65271e05","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613263","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:50:56","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Чайковского, 2/2Г","397787284440700591323482","0104620021194241215aezj5",,"","2025-06-15 16:40:00","2801216975","f1524104-69ea-40dc-8f5d-24c53fde9961","Нет",,,,,,,,"04620021194241","cb910d5d-5b44-4999-8a8e-491dd5fa668a","Якутск","7284440700591323","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 13:39:15","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","466467284440700613397482","0104650271282504215Su+Kc",,"","2025-06-15 16:21:00","2801216975","d29d4681-be28-42f7-a205-ebd0b3d85d4d","Нет",,,,,,,,"04650271282504","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 13:27:13","Молочная продукция","Амурская область","Амурская обл, г Зея, пер Серова, 28","626747284440700612898482","0104650271282504215OUr:K",,"","2025-06-15 16:01:00","2801216975","d259bb29-3827-443f-80ee-1fe1c585c160","Нет",,,,,,,,"04650271282504","12785c6f-dd64-4d91-8475-d6a0903865ab","Зея","7284440700612898","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:22:12","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","34567380440801745857482","0104620021194241215u'?sm",,"","2025-06-15 15:55:00","2801216975","70b7528e-8787-4f8b-af82-2b1d49abe4be","Нет",,,,,,,,"04620021194241","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745857","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:14:28","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Авиационная, 3","16317380440801745388482","0104620021194241215qHoK?",,"","2025-06-15 15:46:00","2801216975","be516f79-f615-41c2-9c2f-a7b70058f108","Нет",,,,,,,,"04620021194241","31ea476b-016b-40e7-9d27-c39a100e55bd","Якутск","7380440801745388","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 13:14:28","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","34537380440801745857482","0104620021194241215;b>y>",,"","2025-06-15 15:47:00","2801216975","b639adc7-2bf6-4c69-8a9c-245248ee04cb","Нет",,,,,,,,"04620021194241","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745857","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 12:46:34","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Чайковского, 2/2Г","565797284440700591372482","0104620021194241215MY!DC",,"","2025-06-15 15:26:00","2801216975","fafe9648-4bd3-4003-ab17-79ea461f72c5","Нет",,,,,,,,"04620021194241","cb910d5d-5b44-4999-8a8e-491dd5fa668a","Якутск","7284440700591372","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 12:46:34","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Чайковского, 2/2Г","565797284440700591372482","0104620021194241215""n1IT",,"","2025-06-15 15:26:00","2801216975","850bdb36-ff17-49f4-815a-7841c53c2548","Нет",,,,,,,,"04620021194241","cb910d5d-5b44-4999-8a8e-491dd5fa668a","Якутск","7284440700591372","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 12:46:34","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Чайковского, 2/2Г","565797284440700591372482","0104620021194241215DIajA",,"","2025-06-15 15:26:00","2801216975","84b51fbb-b2f2-42d6-ad3a-1e3b5fb79ff4","Нет",,,,,,,,"04620021194241","cb910d5d-5b44-4999-8a8e-491dd5fa668a","Якутск","7284440700591372","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 12:16:43","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","34447380440801745857482","0104620021194227215WmXVi",,"","2025-06-15 15:07:00","2801216975","31fbbe3f-a63e-4faf-ae10-912e121f6b78","Нет",,,,,,,,"04620021194227","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745857","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 12:14:32","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","34447380440801745857482","0104620021194227215Um?YU",,"","2025-06-15 15:07:00","2801216975","20249a5e-c664-4dae-a051-60379f27bb5a","Нет",,,,,,,,"04620021194227","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745857","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 12:04:14","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Рыдзинского, 24","265197284440700591306482","0104620021194241215VD.T&",,"","2025-06-15 14:58:00","2801216975","7f5c9572-90f5-4fe0-a441-f590c4eec545","Нет",,,,,,,,"04620021194241","4632a900-6edb-4f74-891d-6d64396ad943","Якутск","7284440700591306","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:50:38","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Авиационная, 3","24137380440801745556482","0104620021194241215ekZEV",,"","2025-06-15 14:45:00","2801216975","6f1dcfc8-7c6f-463b-904b-f7d71de3593f","Нет",,,,,,,,"04620021194241","31ea476b-016b-40e7-9d27-c39a100e55bd","Якутск","7380440801745556","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 11:17:06","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Чайковского, 2/2Г","565487284440700591372482","0104620021194241215XGPY5",,"","2025-06-15 14:09:00","2801216975","26e613bd-33c4-4659-b9f6-0ace6e4da91b","Нет",,,,,,,,"04620021194241","cb910d5d-5b44-4999-8a8e-491dd5fa668a","Якутск","7284440700591372","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:56:59","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","220437284440700613305482","0104650271282504215JY0.I",,"","2025-06-15 13:53:00","2801216975","4a958958-5395-4c58-aaa9-cc785707e44b","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613305","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:41:48","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","252317284440700613480482","0104650271282504215y0X!;",,"","2025-06-15 13:39:00","2801216975","4dedf9a4-2108-4a70-966e-96cdb8b12425","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613480","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:40:09","Молочная продукция","Амурская область","Амурская обл, г Шимановск, мкр 2-й, 54","561647284440700612957482","0104650271282504215sGCQV",,"","2025-06-15 13:34:00","2801216975","0afe1997-b856-4785-a1b8-5e0c7a88c2e3","Нет",,,,,,,,"04650271282504","e3940e88-d626-4e36-be1d-ccb6222187c2","Шимановск","7284440700612957","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:33:59","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","465807284440700613397482","0104650271282504215uWFsj",,"","2025-06-15 13:29:00","2801216975","ecc77a63-572f-40b9-9e6e-e32e829c5bdf","Нет",,,,,,,,"04650271282504","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700613397","Да"
"Повторные продажи у разных продавцов","Повторные продажи у разных продавцов","2025-06-15 10:33:58","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Авиационная, 3","19537380440801745556482","0104606779973307215an'aT",,"","2025-06-13 13:15:00","2801216975","bdc4b3d4-7fb2-47ba-9dc4-bc450de6428a","Нет",,,,,,,,"04606779973307","31ea476b-016b-40e7-9d27-c39a100e55bd","Якутск","7380440801745556","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:29:05","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, г Якутск, ул Рыдзинского, 24","378247284440700591293482","0104620021194241215Q7vMN",,"","2025-06-15 13:22:00","2801216975","0539ef2c-b068-4f59-9f61-01ae39766db0","Нет",,,,,,,,"04620021194241","4632a900-6edb-4f74-891d-6d64396ad943","Якутск","7284440700591293","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 10:06:52","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","34217380440801745857482","0104620021194227215*HwCD",,"","2025-06-15 13:01:00","2801216975","2bc2a61b-4017-4e6b-9aa3-bfb7e17779d1","Нет",,,,,,,,"04620021194227","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745857","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 10:06:52","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","220257284440700613305482","0104650271282504215:tQyI",,"","2025-06-15 13:03:00","2801216975","7eaba300-c261-4fef-ac7c-42aa26476335","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613305","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:56:36","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","220217284440700613305482","0104650271282504215qFBiY",,"","2025-06-15 12:50:00","2801216975","f91dff25-71a7-4738-80f3-3d0257a0941c","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613305","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:56:36","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","220217284440700613305482","0104650271282504215yU""nH",,"","2025-06-15 12:50:00","2801216975","76beea3d-0f96-412c-9d3e-b5207dd5fbec","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613305","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:54:34","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","418917284440700613234482","0104650271282504215!fA(U",,"","2025-06-15 12:47:00","2801216975","9e1ccc1a-4621-45ed-83dc-5e6f78a7b3c8","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613234","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:52:46","Молочная продукция","Амурская область","Амурская обл, г Благовещенск, ул Октябрьская, 143","359777284440700590817482","0104650271282504215(tBcl",,"","2025-06-15 12:47:00","2801216975","f2133746-637f-4313-971c-6253b0aa23dc","Нет",,,,,,,,"04650271282504","58397af1-beb1-4a60-83f8-dcecd20b8cda","Благовещенск","7284440700590817","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:39:52","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, у Томпонский, п Хандыга, ул Е.Д.Кычкина, 38","71767284440700591131482","0104620032652396215RG<mT",,"","2025-06-15 12:35:00","2801216975","af9cbf99-ee48-4482-8751-90c6e8ff507d","Нет",,,,,,,,"04620032652396","59ee39cb-7580-4e99-8353-8f82e7aa17c0","Томпонский","7284440700591131","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:37:57","Молочная продукция","Амурская область","Амурская обл, Магдагачинский р-н, пгт Магдагачи, ул Торговая, 13","131157284440700613326482","0104650271282504215j7-N>",,"","2025-06-15 12:31:00","2801216975","ef496ac8-a551-4b9a-883e-2a832981e549","Нет",,,,,,,,"04650271282504","0fd80cbb-ac05-421c-9ce7-f1ce34e75805","Магдагачинский","7284440700613326","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:37:57","Молочная продукция","Амурская область","Амурская обл, Магдагачинский р-н, пгт Магдагачи, ул Торговая, 13","131157284440700613326482","0104650271282504215>VQzT",,"","2025-06-15 12:31:00","2801216975","4e72957f-1d1e-48ee-82e8-97d07fca4207","Нет",,,,,,,,"04650271282504","0fd80cbb-ac05-421c-9ce7-f1ce34e75805","Магдагачинский","7284440700613326","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:29:49","Молочная продукция","Амурская область","Амурская обл, Завитинский р-н, г Завитинск, ул Октябрьская, 2Е","164797284440700590891482","0104650271282504215oAUAC",,"","2025-06-15 12:25:00","2801216975","9127ebc2-e6ae-4c69-9a93-8bd100ae4d03","Нет",,,,,,,,"04650271282504","816645b8-d962-4cbb-99e8-5d832eb564ef","Завитинский","7284440700590891","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:19:04","Молочная продукция","Амурская область","Амурская обл, г Свободный, ул Ленина, 13","220117284440700613305482","01046502712825042151PUVV",,"","2025-06-15 12:14:00","2801216975","4ee7b09c-cea5-4aad-bcac-5ccd1f01ac5c","Нет",,,,,,,,"04650271282504","4d978b48-bc04-4128-856f-137f03078184","Свободный","7284440700613305","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:19:04","Молочная продукция","Амурская область","Амурская обл, г Шимановск, мкр 2-й, 54","617597284440700612374482","0104650271282504215ZqB_h",,"","2025-06-15 12:15:00","2801216975","84cda8b6-f17d-469a-ab84-3d843eaa4bcc","Нет",,,,,,,,"04650271282504","e3940e88-d626-4e36-be1d-ccb6222187c2","Шимановск","7284440700612374","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 09:19:04","Молочная продукция","Амурская область","Амурская обл, г Шимановск, мкр 2-й, 54","617597284440700612374482","0104650271282504215Qs.!p",,"","2025-06-15 12:15:00","2801216975","ef82d262-1c9a-448d-b92b-aabf50570bce","Нет",,,,,,,,"04650271282504","e3940e88-d626-4e36-be1d-ccb6222187c2","Шимановск","7284440700612374","Да"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:16:44","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","7687380440801745831482","0104620021194227215nh(<X",,"","2025-06-15 12:11:00","2801216975","24074ad2-38b8-4c92-887d-77cf63a88e39","Нет",,,,,,,,"04620021194227","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745831","Нет"
"Выбытие товара с превышением объема по ВСД","Выбыл из оборота товар с превышением объема по ВСД","2025-06-15 09:00:17","Молочная продукция","Республика Саха (Якутия) ","Респ Саха /Якутия/, п Жатай, ул Трактовая, 34/1","34067380440801745857482","0104620021194227215loH8S",,"","2025-06-15 11:57:00","2801216975","ade8535e-5264-47a4-b193-c26dc1924494","Нет",,,,,,,,"04620021194227","dd6dd6c7-e85b-458d-9e6d-0277ec0937e4","Жатай","7380440801745857","Нет"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:50:24","Молочная продукция","Амурская область","Амурская обл, Завитинский р-н, г Завитинск, ул Октябрьская, 2Е","164717284440700590891482","0104650271282504215dOwJG",,"","2025-06-15 11:47:00","2801216975","ec00fc53-0028-4e9c-b23e-f10e6a4fafca","Нет",,,,,,,,"04650271282504","816645b8-d962-4cbb-99e8-5d832eb564ef","Завитинский","7284440700590891","Да"
"Продажа товара с некорректным статусом РД","Продажа товара с некорректным статусом РД","2025-06-15 08:47:25","Молочная продукция","Амурская область","Амурская обл, Тамбовский р-н, с Тамбовка, ул Объездная, 6","418587284440700613234482","0104650271282504215OaQU!",,"","2025-06-15 11:43:00","2801216975","68b79f76-6c1b-4cf7-8dd6-63a7d5a10026","Нет",,,,,,,,"04650271282504","6067f698-3b2f-4aec-bc1d-c40d2ecc19bb","Тамбовский","7284440700613234","Да"
